"a_o","codigo_comarca","codigo_muncipio","codigo_producto","codigo_provincia","comarca","cultivo","grupo_de_cultivo","municipio","n_total_arboles_diseminados","superficie_regad_o_en_producci_n","superficie_regad_o_que_no_pruduce","superficie_secano_en_producci_n","superficie_secano_que_no_pruduce"
"2010-01-01T00:00:00.000","6","2","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","ADRADA (LA)","130",,,,
"2010-01-01T00:00:00.000","6","2","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","ADRADA (LA)","780",,,,
"2010-01-01T00:00:00.000","6","2","0012/12","5","VALLE DEL TIETAR","GRANADO","FRUTALES","ADRADA (LA)","7",,,,
"2010-01-01T00:00:00.000","6","2","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","ADRADA (LA)","100",,,,
"2010-01-01T00:00:00.000","6","2","0012/03","5","VALLE DEL TIETAR","MEMBRILLO","FRUTALES","ADRADA (LA)","12",,,,
"2010-01-01T00:00:00.000","6","2","0012/04","5","VALLE DEL TIETAR","NISPERO","FRUTALES","ADRADA (LA)","3",,,,
"2010-01-01T00:00:00.000","6","2","0012/06","5","VALLE DEL TIETAR","ALBARICOQUERO","FRUTALES","ADRADA (LA)","60",,,,
"2010-01-01T00:00:00.000","6","2","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","ADRADA (LA)","60",,,,
"2010-01-01T00:00:00.000","6","2","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","ADRADA (LA)","57",,,,
"2010-01-01T00:00:00.000","6","2","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","ADRADA (LA)","50",,,,
"2010-01-01T00:00:00.000","6","2","0013/01","5","VALLE DEL TIETAR","VIÑEDO DE UVA MESA","VIÑEDO","ADRADA (LA)","10",,,,
"2010-01-01T00:00:00.000","6","2","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","ADRADA (LA)",,,,"52",
"2010-01-01T00:00:00.000","6","2","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","ADRADA (LA)","30",,,"40",
"2010-01-01T00:00:00.000","1","5","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","ALBORNOS",,,,"1",
"2010-01-01T00:00:00.000","3","7","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","ALDEANUEVA DE SANTA CRUZ","15",,,,
"2010-01-01T00:00:00.000","3","7","0012/02","5","BARCO AVILA-PIEDRAHITA","PERAL","FRUTALES","ALDEANUEVA DE SANTA CRUZ","10",,,,
"2010-01-01T00:00:00.000","1","8","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","ALDEASECA",,,,"2",
"2010-01-01T00:00:00.000","3","10","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","ALDEHUELA (LA)","60",,,,
"2010-01-01T00:00:00.000","3","10","0012/19","5","BARCO AVILA-PIEDRAHITA","NOGAL","FRUTALES","ALDEHUELA (LA)","10",,,,
"2010-01-01T00:00:00.000","3","10","0012/02","5","BARCO AVILA-PIEDRAHITA","PERAL","FRUTALES","ALDEHUELA (LA)","20",,,,
"2010-01-01T00:00:00.000","3","10","0012/07","5","BARCO AVILA-PIEDRAHITA","CEREZO Y GUINDO","FRUTALES","ALDEHUELA (LA)","10",,,,
"2010-01-01T00:00:00.000","2","12","0012/01","5","AVILA","MANZANO","FRUTALES","AMAVIDA","40",,,,
"2010-01-01T00:00:00.000","2","12","0012/19","5","AVILA","NOGAL","FRUTALES","AMAVIDA","100",,,,
"2010-01-01T00:00:00.000","2","12","0012/02","5","AVILA","PERAL","FRUTALES","AMAVIDA","10",,,,
"2010-01-01T00:00:00.000","2","12","0012/06","5","AVILA","ALBARICOQUERO","FRUTALES","AMAVIDA","4",,,,
"2010-01-01T00:00:00.000","6","13","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","ARENAL (EL)","500",,,,
"2010-01-01T00:00:00.000","6","13","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","ARENAL (EL)","250",,,,
"2010-01-01T00:00:00.000","6","13","0012/18","5","VALLE DEL TIETAR","ALMENDRO","FRUTALES","ARENAL (EL)","15",,,,
"2010-01-01T00:00:00.000","6","13","0012/19","5","VALLE DEL TIETAR","NOGAL","FRUTALES","ARENAL (EL)","250",,,,
"2010-01-01T00:00:00.000","6","13","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","ARENAL (EL)","400",,,,
"2010-01-01T00:00:00.000","6","13","0012/20","5","VALLE DEL TIETAR","AVELLANO","FRUTALES","ARENAL (EL)","10",,,,
"2010-01-01T00:00:00.000","6","13","0012/06","5","VALLE DEL TIETAR","ALBARICOQUERO","FRUTALES","ARENAL (EL)","20",,,,
"2010-01-01T00:00:00.000","6","13","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","ARENAL (EL)","1000","68",,"42",
"2010-01-01T00:00:00.000","6","13","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","ARENAL (EL)","400",,,,
"2010-01-01T00:00:00.000","6","13","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","ARENAL (EL)","300",,,,
"2010-01-01T00:00:00.000","6","13","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","ARENAL (EL)",,,,"11",
"2010-01-01T00:00:00.000","6","13","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","ARENAL (EL)",,,,"12",
"2010-01-01T00:00:00.000","6","14","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","ARENAS DE SAN PEDRO","700","3",,,
"2010-01-01T00:00:00.000","6","14","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","ARENAS DE SAN PEDRO",,"6",,"12",
"2010-01-01T00:00:00.000","6","14","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","ARENAS DE SAN PEDRO","100","2",,,
"2010-01-01T00:00:00.000","6","14","0012/06","5","VALLE DEL TIETAR","ALBARICOQUERO","FRUTALES","ARENAS DE SAN PEDRO","100",,,,
"2010-01-01T00:00:00.000","6","14","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","ARENAS DE SAN PEDRO","1600","8",,"10",
"2010-01-01T00:00:00.000","6","14","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","ARENAS DE SAN PEDRO",,"6",,,
"2010-01-01T00:00:00.000","6","14","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","ARENAS DE SAN PEDRO",,"11",,,
"2010-01-01T00:00:00.000","6","14","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","ARENAS DE SAN PEDRO",,,,"670",
"2010-01-01T00:00:00.000","1","16","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","AREVALO",,,,"5",
"2010-01-01T00:00:00.000","1","16","0014/10","5","AREVALO-MADRIGAL","MORERA Y OTROS","OLIVAR Y OTROS C.I.","AREVALO",,,,"11",
"2010-01-01T00:00:00.000","1","17","0012/17","5","AREVALO-MADRIGAL","AZUFUAIFO Y OTROS","FRUTALES","AVEINTE",,,,,"8"
"2010-01-01T00:00:00.000","3","21","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","BARCO DE AVILA (EL)","280","4",,,
"2010-01-01T00:00:00.000","3","21","0012/19","5","BARCO AVILA-PIEDRAHITA","NOGAL","FRUTALES","BARCO DE AVILA (EL)","24",,,,
"2010-01-01T00:00:00.000","3","21","0012/02","5","BARCO AVILA-PIEDRAHITA","PERAL","FRUTALES","BARCO DE AVILA (EL)","35",,,,
"2010-01-01T00:00:00.000","3","21","0012/20","5","BARCO AVILA-PIEDRAHITA","AVELLANO","FRUTALES","BARCO DE AVILA (EL)","3",,,,
"2010-01-01T00:00:00.000","3","21","0012/09","5","BARCO AVILA-PIEDRAHITA","CIRUELO","FRUTALES","BARCO DE AVILA (EL)","27",,,,
"2010-01-01T00:00:00.000","5","22","0012/01","5","VALLE BAJO ALBERCHE","MANZANO","FRUTALES","BARRACO (EL)","150",,,,
"2010-01-01T00:00:00.000","5","22","0012/02","5","VALLE BAJO ALBERCHE","PERAL","FRUTALES","BARRACO (EL)","50",,,,
"2010-01-01T00:00:00.000","5","22","0012/06","5","VALLE BAJO ALBERCHE","ALBARICOQUERO","FRUTALES","BARRACO (EL)","80",,,,
"2010-01-01T00:00:00.000","5","22","0012/09","5","VALLE BAJO ALBERCHE","CIRUELO","FRUTALES","BARRACO (EL)","30",,,,
"2010-01-01T00:00:00.000","5","22","0013/02","5","VALLE BAJO ALBERCHE","VIÑEDO DE UVA VINO","VIÑEDO","BARRACO (EL)",,,,"355",
"2010-01-01T00:00:00.000","5","22","0014/02","5","VALLE BAJO ALBERCHE","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","BARRACO (EL)","200",,,"3",
"2010-01-01T00:00:00.000","3","24","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","BECEDAS","188","2",,,
"2010-01-01T00:00:00.000","3","24","0012/18","5","BARCO AVILA-PIEDRAHITA","ALMENDRO","FRUTALES","BECEDAS","15",,,,
"2010-01-01T00:00:00.000","3","24","0012/19","5","BARCO AVILA-PIEDRAHITA","NOGAL","FRUTALES","BECEDAS","75",,,,
"2010-01-01T00:00:00.000","3","24","0012/07","5","BARCO AVILA-PIEDRAHITA","CEREZO Y GUINDO","FRUTALES","BECEDAS","32",,,,
"2010-01-01T00:00:00.000","3","24","0013/02","5","BARCO AVILA-PIEDRAHITA","VIÑEDO DE UVA VINO","VIÑEDO","BECEDAS","70",,,,
"2010-01-01T00:00:00.000","1","34","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","BLASCONUÑO DE MATACABRAS",,,,"7",
"2010-01-01T00:00:00.000","1","36","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","BOHODON (EL)",,,,"20",
"2010-01-01T00:00:00.000","3","37","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","BOHOYO","222","12",,,
"2010-01-01T00:00:00.000","3","37","0012/19","5","BARCO AVILA-PIEDRAHITA","NOGAL","FRUTALES","BOHOYO","380",,,,
"2010-01-01T00:00:00.000","3","37","0012/02","5","BARCO AVILA-PIEDRAHITA","PERAL","FRUTALES","BOHOYO","90",,,,
"2010-01-01T00:00:00.000","5","41","0012/01","5","VALLE BAJO ALBERCHE","MANZANO","FRUTALES","BURGOHONDO","560",,,,
"2010-01-01T00:00:00.000","5","41","0012/19","5","VALLE BAJO ALBERCHE","NOGAL","FRUTALES","BURGOHONDO","30",,,,
"2010-01-01T00:00:00.000","5","41","0012/02","5","VALLE BAJO ALBERCHE","PERAL","FRUTALES","BURGOHONDO","80",,,,
"2010-01-01T00:00:00.000","5","41","0012/06","5","VALLE BAJO ALBERCHE","ALBARICOQUERO","FRUTALES","BURGOHONDO","90",,,,
"2010-01-01T00:00:00.000","2","76","0012/19","5","AVILA","NOGAL","FRUTALES","FRESNO (EL)","35",,,,
"2010-01-01T00:00:00.000","5","41","0012/08","5","VALLE BAJO ALBERCHE","MELOCOTONERO","FRUTALES","BURGOHONDO","1500","8",,,
"2010-01-01T00:00:00.000","5","41","0012/09","5","VALLE BAJO ALBERCHE","CIRUELO","FRUTALES","BURGOHONDO","100",,,,
"2010-01-01T00:00:00.000","5","41","0013/02","5","VALLE BAJO ALBERCHE","VIÑEDO DE UVA VINO","VIÑEDO","BURGOHONDO",,,,"258",
"2010-01-01T00:00:00.000","6","47","0011/01","5","VALLE DEL TIETAR","NARANJO","CITRICOS","CANDELEDA","400",,,,
"2010-01-01T00:00:00.000","6","47","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","CANDELEDA","150","1",,,
"2010-01-01T00:00:00.000","6","47","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","CANDELEDA","102","39",,"40",
"2010-01-01T00:00:00.000","6","47","0012/12","5","VALLE DEL TIETAR","GRANADO","FRUTALES","CANDELEDA","40",,,,
"2010-01-01T00:00:00.000","6","47","0012/18","5","VALLE DEL TIETAR","ALMENDRO","FRUTALES","CANDELEDA","36",,,,
"2010-01-01T00:00:00.000","6","47","0012/19","5","VALLE DEL TIETAR","NOGAL","FRUTALES","CANDELEDA","40",,,,
"2010-01-01T00:00:00.000","6","47","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","CANDELEDA","150","3",,,
"2010-01-01T00:00:00.000","6","47","0012/03","5","VALLE DEL TIETAR","MEMBRILLO","FRUTALES","CANDELEDA","30",,,,
"2010-01-01T00:00:00.000","6","47","0012/04","5","VALLE DEL TIETAR","NISPERO","FRUTALES","CANDELEDA","30",,,,
"2010-01-01T00:00:00.000","6","47","0012/06","5","VALLE DEL TIETAR","ALBARICOQUERO","FRUTALES","CANDELEDA","160",,,,
"2010-01-01T00:00:00.000","6","47","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","CANDELEDA","100","21",,"16",
"2010-01-01T00:00:00.000","6","47","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","CANDELEDA","150","1",,,
"2010-01-01T00:00:00.000","6","47","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","CANDELEDA","150","1",,,
"2010-01-01T00:00:00.000","6","47","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","CANDELEDA",,,,"3",
"2010-01-01T00:00:00.000","6","47","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","CANDELEDA",,"2",,"544",
"2010-01-01T00:00:00.000","2","49","0013/02","5","AVILA","VIÑEDO DE UVA VINO","VIÑEDO","CARDEÑOSA",,,,"10",
"2010-01-01T00:00:00.000","3","51","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","CARRERA (LA)","600","25",,,
"2010-01-01T00:00:00.000","3","51","0012/19","5","BARCO AVILA-PIEDRAHITA","NOGAL","FRUTALES","CARRERA (LA)","29",,,,
"2010-01-01T00:00:00.000","3","51","0012/02","5","BARCO AVILA-PIEDRAHITA","PERAL","FRUTALES","CARRERA (LA)","60",,,,
"2010-01-01T00:00:00.000","3","51","0012/08","5","BARCO AVILA-PIEDRAHITA","MELOCOTONERO","FRUTALES","CARRERA (LA)","35",,,,
"2010-01-01T00:00:00.000","3","51","0012/09","5","BARCO AVILA-PIEDRAHITA","CIRUELO","FRUTALES","CARRERA (LA)","40",,,,
"2010-01-01T00:00:00.000","6","54","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","CASAVIEJA","200",,,,
"2010-01-01T00:00:00.000","6","54","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","CASAVIEJA","1000",,,,
"2010-01-01T00:00:00.000","6","54","0012/19","5","VALLE DEL TIETAR","NOGAL","FRUTALES","CASAVIEJA","15",,,,
"2010-01-01T00:00:00.000","6","54","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","CASAVIEJA","60",,,,
"2010-01-01T00:00:00.000","6","54","0012/20","5","VALLE DEL TIETAR","AVELLANO","FRUTALES","CASAVIEJA","15",,,,
"2010-01-01T00:00:00.000","6","54","0012/06","5","VALLE DEL TIETAR","ALBARICOQUERO","FRUTALES","CASAVIEJA","35",,,,
"2010-01-01T00:00:00.000","6","54","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","CASAVIEJA","60",,,,
"2010-01-01T00:00:00.000","6","54","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","CASAVIEJA","80",,,,
"2010-01-01T00:00:00.000","6","54","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","CASAVIEJA","50",,,,
"2010-01-01T00:00:00.000","6","54","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","CASAVIEJA",,,,"45",
"2010-01-01T00:00:00.000","6","54","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","CASAVIEJA","102",,,"170",
"2010-01-01T00:00:00.000","6","55","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","CASILLAS",,,,,"1"
"2010-01-01T00:00:00.000","1","56","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","CASTELLANOS DE ZAPARDIEL",,,,"1",
"2010-01-01T00:00:00.000","5","57","0012/18","5","VALLE BAJO ALBERCHE","ALMENDRO","FRUTALES","CEBREROS","350",,,"2",
"2010-01-01T00:00:00.000","5","57","0012/06","5","VALLE BAJO ALBERCHE","ALBARICOQUERO","FRUTALES","CEBREROS","60",,,,
"2010-01-01T00:00:00.000","5","57","0012/07","5","VALLE BAJO ALBERCHE","CEREZO Y GUINDO","FRUTALES","CEBREROS","40",,,,
"2010-01-01T00:00:00.000","5","57","0013/01","5","VALLE BAJO ALBERCHE","VIÑEDO DE UVA MESA","VIÑEDO","CEBREROS",,,,"73",
"2010-01-01T00:00:00.000","5","57","0013/02","5","VALLE BAJO ALBERCHE","VIÑEDO DE UVA VINO","VIÑEDO","CEBREROS",,,,"1607",
"2010-01-01T00:00:00.000","5","57","0014/02","5","VALLE BAJO ALBERCHE","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","CEBREROS","3000",,,"200",
"2010-01-01T00:00:00.000","4","58","0012/01","5","GREDOS","MANZANO","FRUTALES","CEPEDA LA MORA","40",,,,
"2010-01-01T00:00:00.000","4","58","0012/19","5","GREDOS","NOGAL","FRUTALES","CEPEDA LA MORA","10",,,,
"2010-01-01T00:00:00.000","1","62","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","COLLADO DE CONTRERAS",,,,"1",
"2010-01-01T00:00:00.000","1","64","0013/01","5","AREVALO-MADRIGAL","VIÑEDO DE UVA MESA","VIÑEDO","CONSTANZANA",,,,,"1"
"2010-01-01T00:00:00.000","1","64","0013/11","5","AREVALO-MADRIGAL","VIÑEDO DE UVA MESA","VIÑEDO","CONSTANZANA",,,,,"0"
"2010-01-01T00:00:00.000","6","66","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","CUEVAS DEL VALLE","150",,,,
"2010-01-01T00:00:00.000","6","66","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","CUEVAS DEL VALLE","1200",,,"1",
"2010-01-01T00:00:00.000","6","66","0012/19","5","VALLE DEL TIETAR","NOGAL","FRUTALES","CUEVAS DEL VALLE","100",,,,
"2010-01-01T00:00:00.000","6","66","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","CUEVAS DEL VALLE","120",,,,
"2010-01-01T00:00:00.000","6","66","0012/20","5","VALLE DEL TIETAR","AVELLANO","FRUTALES","CUEVAS DEL VALLE","500",,,,
"2010-01-01T00:00:00.000","6","66","0012/06","5","VALLE DEL TIETAR","ALBARICOQUERO","FRUTALES","CUEVAS DEL VALLE","20",,,,
"2010-01-01T00:00:00.000","6","66","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","CUEVAS DEL VALLE","100",,,,
"2010-01-01T00:00:00.000","6","66","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","CUEVAS DEL VALLE","50",,,,
"2010-01-01T00:00:00.000","6","66","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","CUEVAS DEL VALLE","30",,,,
"2010-01-01T00:00:00.000","6","66","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","CUEVAS DEL VALLE",,,,"44",
"2010-01-01T00:00:00.000","6","66","0014/10","5","VALLE DEL TIETAR","MORERA Y OTROS","OLIVAR Y OTROS C.I.","CUEVAS DEL VALLE",,,,"5",
"2010-01-01T00:00:00.000","6","66","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","CUEVAS DEL VALLE",,,,"98",
"2010-01-01T00:00:00.000","1","69","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","DONJIMENO",,,,"1",
"2010-01-01T00:00:00.000","1","70","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","DONVIDAS",,,,"1",
"2010-01-01T00:00:00.000","1","72","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","ESPINOSA DE LOS CABALLEROS",,,,"5",
"2010-01-01T00:00:00.000","6","75","0011/01","5","VALLE DEL TIETAR","NARANJO","CITRICOS","FRESNEDILLA","8",,,,
"2010-01-01T00:00:00.000","6","75","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","FRESNEDILLA","90",,,,
"2010-01-01T00:00:00.000","6","75","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","FRESNEDILLA","930",,,,
"2010-01-01T00:00:00.000","6","75","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","FRESNEDILLA","60",,,,
"2010-01-01T00:00:00.000","6","75","0012/03","5","VALLE DEL TIETAR","MEMBRILLO","FRUTALES","FRESNEDILLA","6",,,,
"2010-01-01T00:00:00.000","6","75","0012/06","5","VALLE DEL TIETAR","ALBARICOQUERO","FRUTALES","FRESNEDILLA","5",,,,
"2010-01-01T00:00:00.000","6","75","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","FRESNEDILLA","28",,,,
"2010-01-01T00:00:00.000","6","75","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","FRESNEDILLA","30",,,,
"2010-01-01T00:00:00.000","6","75","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","FRESNEDILLA",,,,"9",
"2010-01-01T00:00:00.000","6","75","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","FRESNEDILLA",,,,"4",
"2010-01-01T00:00:00.000","2","76","0012/01","5","AVILA","MANZANO","FRUTALES","FRESNO (EL)","300",,,,
"2010-01-01T00:00:00.000","2","76","0012/02","5","AVILA","PERAL","FRUTALES","FRESNO (EL)","60",,,,
"2010-01-01T00:00:00.000","1","78","0014/10","5","AREVALO-MADRIGAL","MORERA Y OTROS","OLIVAR Y OTROS C.I.","FUENTES DE AÑO",,,,,"1"
"2010-01-01T00:00:00.000","6","82","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","GAVILANES","250","2",,,
"2010-01-01T00:00:00.000","6","82","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","GAVILANES","905","2",,,
"2010-01-01T00:00:00.000","6","82","0012/12","5","VALLE DEL TIETAR","GRANADO","FRUTALES","GAVILANES","7",,,,
"2010-01-01T00:00:00.000","6","82","0012/17","5","VALLE DEL TIETAR","AZUFUAIFO Y OTROS","FRUTALES","GAVILANES","20",,,,
"2010-01-01T00:00:00.000","6","82","0012/18","5","VALLE DEL TIETAR","ALMENDRO","FRUTALES","GAVILANES","25",,,,
"2010-01-01T00:00:00.000","6","82","0012/19","5","VALLE DEL TIETAR","NOGAL","FRUTALES","GAVILANES","45",,,,
"2010-01-01T00:00:00.000","6","82","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","GAVILANES","110",,,,
"2010-01-01T00:00:00.000","6","82","0012/20","5","VALLE DEL TIETAR","AVELLANO","FRUTALES","GAVILANES","3",,,,
"2010-01-01T00:00:00.000","6","82","0012/03","5","VALLE DEL TIETAR","MEMBRILLO","FRUTALES","GAVILANES","6",,,,
"2010-01-01T00:00:00.000","6","82","0012/06","5","VALLE DEL TIETAR","ALBARICOQUERO","FRUTALES","GAVILANES","40",,,,
"2010-01-01T00:00:00.000","6","82","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","GAVILANES","60",,,,
"2010-01-01T00:00:00.000","6","82","0012/08","5","VALLE DEL TIETAR","MELOCOTONERO","FRUTALES","GAVILANES","180","1",,,
"2010-01-01T00:00:00.000","6","82","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","GAVILANES","180",,,,
"2010-01-01T00:00:00.000","6","82","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","GAVILANES",,,,"9",
"2010-01-01T00:00:00.000","6","82","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","GAVILANES",,,,"42",
"2010-01-01T00:00:00.000","6","82","0015/00","5","VALLE DEL TIETAR","VIVEROS","VIVEROS","GAVILANES",,"3",,,
"2010-01-01T00:00:00.000","3","84","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","GILBUENA","70",,,,
"2010-01-01T00:00:00.000","3","84","0012/19","5","BARCO AVILA-PIEDRAHITA","NOGAL","FRUTALES","GILBUENA","100",,,,
"2010-01-01T00:00:00.000","3","84","0012/02","5","BARCO AVILA-PIEDRAHITA","PERAL","FRUTALES","GILBUENA","20",,,,
"2010-01-01T00:00:00.000","3","85","0012/01","5","BARCO AVILA-PIEDRAHITA","MANZANO","FRUTALES","GILGARCIA","78",,,,
"2010-01-01T00:00:00.000","6","89","0011/01","5","VALLE DEL TIETAR","NARANJO","CITRICOS","GUISANDO","210",,,,
"2010-01-01T00:00:00.000","6","89","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","GUISANDO",,,,"13",
"2010-01-01T00:00:00.000","6","89","0012/07","5","VALLE DEL TIETAR","CEREZO Y GUINDO","FRUTALES","GUISANDO","1950","6",,"1",
"2010-01-01T00:00:00.000","6","89","0012/09","5","VALLE DEL TIETAR","CIRUELO","FRUTALES","GUISANDO","80",,,,
"2010-01-01T00:00:00.000","6","89","0013/02","5","VALLE DEL TIETAR","VIÑEDO DE UVA VINO","VIÑEDO","GUISANDO",,,,"1",
"2010-01-01T00:00:00.000","6","89","0014/02","5","VALLE DEL TIETAR","OLI ACEITUNA ACEITE","OLIVAR Y OTROS C.I.","GUISANDO",,,,"58",
"2010-01-01T00:00:00.000","1","90","0012/01","5","AREVALO-MADRIGAL","MANZANO","FRUTALES","GUTIERRE MUÑOZ",,,,,"2"
"2010-01-01T00:00:00.000","1","90","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","GUTIERRE MUÑOZ",,,,"5",
"2010-01-01T00:00:00.000","1","92","0013/02","5","AREVALO-MADRIGAL","VIÑEDO DE UVA VINO","VIÑEDO","HERNANSANCHO",,,,"3",
"2010-01-01T00:00:00.000","5","93","0013/02","5","VALLE BAJO ALBERCHE","VIÑEDO DE UVA VINO","VIÑEDO","HERRADON (EL)",,,,"5",
"2010-01-01T00:00:00.000","6","95","0012/01","5","VALLE DEL TIETAR","MANZANO","FRUTALES","HIGUERA DE LAS DUEÑAS","40",,,,
"2010-01-01T00:00:00.000","6","95","0012/10","5","VALLE DEL TIETAR","HIGUERA","FRUTALES","HIGUERA DE LAS DUEÑAS","830",,,,
"2010-01-01T00:00:00.000","6","95","0012/18","5","VALLE DEL TIETAR","ALMENDRO","FRUTALES","HIGUERA DE LAS DUEÑAS",,,,"7",
"2010-01-01T00:00:00.000","6","95","0012/02","5","VALLE DEL TIETAR","PERAL","FRUTALES","HIGUERA DE LAS DUEÑAS","35",,,,
